State Abbreviation,Name,Release Year,High school graduation raw value,Unemployment raw value,Some college raw value,Ratio of population to mental health providers,Median household income raw value,Average Temperature,Average Precipitation,RUCC,Poor mental health days raw value,Crude Rate,high_school_treated,unemployment_treated,college_treated,mental_health_provider_treated,household_income_treated,temperature_treated,precipitation_treated
NJ,Sussex County,2011,0.926,0.087,0.637,3522.0,79393.0,50.46666666666667,6.419166666666667,1.0,3.2,14.2,1,0,1,0,1,1,0
NJ,Union County,2011,0.8,0.095,0.5770000000000001,1877.0,67127.0,55.25833333333335,5.7683333333333335,1.0,3.0,4.3,0,0,0,1,1,1,0
NJ,Warren County,2011,1.0,0.088,0.624,5495.0,74721.0,51.56666666666667,6.124999999999999,2.0,3.9,13.9,1,0,1,0,1,1,0
NM,Bernalillo County,2011,0.495,0.071,0.618,4073.0,46988.0,53.81666666666667,0.6575,2.0,3.5,21.1,0,1,1,0,0,1,1
NM,Chaves County,2011,0.62,0.066,0.461,31499.0,34634.0,60.70000000000001,0.5316666666666666,5.0,3.2,21.3,0,1,0,0,0,0,1
NM,Dona Ana County,2011,0.602,0.07,0.5579999999999999,13429.0,36361.0,61.88333333333335,0.5583333333333332,3.0,3.2,19.3,0,1,0,0,0,0,1
NM,McKinley County,2011,0.525,0.08,0.35,14085.0,30366.0,48.86666666666667,0.9258333333333332,5.0,3.3,24.5,0,0,0,0,0,1,1
NM,Otero County,2011,0.735,0.064,0.57,63329.0,38936.0,59.19166666666667,0.6733333333333333,4.0,3.3,30.5,0,1,0,0,0,0,1
NM,Rio Arriba County,2011,0.48,0.073,0.436,20305.0,38578.0,45.39166666666667,1.284166666666667,4.0,3.9,29.8,0,1,0,0,0,1,1
NM,Sandoval County,2011,0.66,0.0819999999999999,0.615,8164.0,56479.0,49.95000000000001,0.8666666666666668,2.0,3.2,25.3,0,0,1,0,1,1,1
NM,San Juan County,2011,0.607,0.076,0.483,20401.0,45971.0,50.79166666666666,0.7241666666666666,3.0,3.9,18.8,0,1,0,0,0,1,1
NM,Santa Fe County,2011,0.489,0.062,0.5529999999999999,3461.0,55000.0,49.68333333333334,0.9575,3.0,3.2,19.9,0,1,0,0,1,1,1
NM,Valencia County,2011,0.493,0.081,0.537,24115.0,42970.0,55.59166666666666,0.58,2.0,4.0,16.9,0,0,0,0,0,1,1
NY,Albany County,2011,0.792,0.067,0.7190000000000001,335.0,59245.0,48.66666666666666,4.860833333333333,2.0,2.8,9.2,0,1,1,1,1,1,0
NY,Bronx County,2011,,0.122,0.4679999999999999,1045.0,35108.0,55.86666666666667,5.7,1.0,3.8,5.8,0,0,0,1,0,0,0
NY,Broome County,2011,0.8190000000000001,0.0819999999999999,0.632,3816.0,42619.0,47.9,5.604166666666665,2.0,3.9,18.6,0,0,1,0,0,1,0
NY,Cattaraugus County,2011,0.73,0.086,0.508,13306.0,42549.0,46.725,4.6433333333333335,4.0,3.2,13.8,0,0,0,0,0,1,0
NY,Cayuga County,2011,0.7070000000000001,0.083,0.514,4985.0,47308.0,48.41666666666668,3.8925,4.0,4.5,13.8,0,0,0,0,0,1,0
NY,Chautauqua County,2011,0.7879999999999999,0.083,0.544,482.0,39824.0,47.86666666666667,4.4575,4.0,3.6,10.4,0,0,0,1,0,1,0
NY,Chemung County,2011,0.725,0.089,0.541,468.0,41909.0,47.725,4.267499999999999,3.0,5.1,13.5,0,0,0,1,0,1,0
NY,Dutchess County,2011,0.767,0.076,0.622,411.0,68752.0,50.51666666666667,5.474166666666666,1.0,3.3,9.1,0,1,1,1,1,1,0
NY,Erie County,2011,0.754,0.081,0.68,5870.0,48427.0,48.43333333333333,4.109166666666667,1.0,3.4,11.7,0,0,1,0,1,1,0
NY,Essex County,2011,0.7859999999999999,0.091,0.536,232.0,44374.0,43.60833333333334,5.064166666666667,6.0,2.9,25.3,0,0,0,1,0,1,0
NY,Jefferson County,2011,0.759,0.087,0.562,16737.0,44263.0,46.38333333333333,3.983333333333333,3.0,3.1,13.5,0,0,0,0,0,1,0
NY,Kings County,2011,,0.1009999999999999,0.583,5986.0,43172.0,56.41666666666666,5.5616666666666665,1.0,3.7,4.6,0,0,0,0,0,0,0
NY,Livingston County,2011,0.828,0.083,0.584,31534.0,53326.0,48.625,3.545833333333334,1.0,2.1,17.0,1,0,0,0,1,1,0
NY,Madison County,2011,0.8320000000000001,0.08,0.5920000000000001,3505.0,49853.0,46.46666666666666,4.56,2.0,3.4,20.6,1,0,0,0,1,1,0
NY,Monroe County,2011,0.762,0.078,0.701,2061.0,51799.0,49.40833333333333,3.3091666666666666,1.0,3.3,10.8,0,0,1,1,1,1,1
NY,Nassau County,2011,0.892,0.069,0.7120000000000001,2333.0,94856.0,55.19166666666666,4.8308333333333335,1.0,2.7,7.0,1,1,1,0,1,1,0
NY,New York County,2011,,0.085,0.8109999999999999,777.0,68402.0,56.225,5.716666666666668,1.0,3.6,8.1,0,0,1,1,1,0,0
NY,Niagara County,2011,0.802,0.093,0.597,16477.0,45545.0,49.38333333333335,3.540833333333333,1.0,4.2,15.3,0,0,0,0,0,1,0
NY,Oneida County,2011,0.792,0.074,0.562,5123.0,45241.0,46.54166666666666,4.541666666666667,2.0,4.1,8.1,0,1,0,0,0,1,0
NY,Onondaga County,2011,0.7559999999999999,0.076,0.679,3043.0,50586.0,47.975,4.160833333333333,2.0,3.4,9.8,0,1,1,0,1,1,0
NY,Ontario County,2011,0.845,0.073,0.684,3082.0,55339.0,48.71666666666667,3.498333333333333,1.0,2.9,16.6,1,1,1,0,1,1,1
NY,Orange County,2011,0.799,0.078,0.59,1133.0,70345.0,50.675,6.310833333333332,1.0,2.8,9.1,0,0,0,1,1,1,0
NY,Oswego County,2011,0.715,0.0969999999999999,0.514,13506.0,42493.0,47.425,4.3741666666666665,2.0,2.7,20.5,0,0,0,0,0,1,0
NY,Queens County,2011,,0.086,0.589,5736.0,55599.0,55.94166666666666,5.358333333333333,1.0,3.4,6.4,0,0,0,0,1,0,0
NY,Rensselaer County,2011,0.774,0.074,0.6409999999999999,14159.0,54437.0,48.25,4.7175,2.0,4.4,11.3,0,1,1,0,1,1,0
NY,Richmond County,2011,,0.084,0.623,5077.0,72557.0,56.37499999999999,5.735833333333335,1.0,3.5,5.1,0,0,1,0,1,0,0
NY,Rockland County,2011,0.8540000000000001,0.069,0.6779999999999999,2119.0,84076.0,52.75,6.125,1.0,3.4,6.3,1,1,1,0,1,1,0
NY,St. Lawrence County,2011,0.7040000000000001,0.098,0.521,1423.0,40970.0,45.49166666666667,3.940833333333333,4.0,3.3,14.2,0,0,0,1,0,1,0
NY,Saratoga County,2011,0.838,0.063,0.693,3892.0,63883.0,47.38333333333333,4.741666666666666,2.0,2.5,11.3,1,1,1,0,1,1,0
NY,Schenectady County,2011,0.74,0.072,0.662,6576.0,53404.0,48.25833333333333,4.693333333333333,2.0,2.7,15.5,0,1,1,0,1,1,0
NY,Steuben County,2011,0.836,0.0969999999999999,0.561,16075.0,43568.0,47.01666666666667,3.92,4.0,4.0,11.1,1,0,0,0,0,1,0
NY,Suffolk County,2011,0.861,0.073,0.6409999999999999,5130.0,85091.0,53.74166666666665,4.3308333333333335,1.0,3.3,9.4,1,1,1,0,1,1,0
NY,Sullivan County,2011,0.664,0.087,0.506,5426.0,45930.0,48.01666666666666,6.176666666666668,4.0,3.9,13.0,0,0,0,0,0,1,0
NY,Tompkins County,2011,0.792,0.0579999999999999,0.778,2659.0,48537.0,47.74166666666667,4.2675,3.0,3.5,13.7,0,1,1,0,1,1,0
NY,Ulster County,2011,0.7659999999999999,0.077,0.593,1387.0,54388.0,48.85,6.216666666666666,3.0,3.8,13.1,0,1,0,1,1,1,0
NY,Washington County,2011,0.75,0.075,0.447,144.0,46702.0,47.30833333333333,4.38,3.0,3.1,20.6,0,1,0,1,0,1,0
NY,Westchester County,2011,0.8,0.071,0.6809999999999999,266.0,79195.0,53.10833333333334,5.984166666666668,1.0,2.8,6.5,0,1,1,1,1,1,0
NC,Alamance County,2011,0.769,0.12,0.5539999999999999,7785.0,43769.0,60.24166666666667,3.3800000000000003,3.0,3.4,7.9,0,0,0,0,0,0,1
NC,Brunswick County,2011,0.78,0.11,0.502,6941.0,46686.0,64.06666666666666,3.310833333333333,2.0,3.3,14.5,0,0,0,0,0,0,1
NC,Buncombe County,2011,0.7609999999999999,0.086,0.637,1416.0,43805.0,55.04166666666666,4.298333333333333,2.0,3.5,17.8,0,0,1,1,0,1,0
NC,Burke County,2011,0.8420000000000001,0.145,0.452,1513.0,37225.0,58.45,3.941666666666667,2.0,3.9,14.3,1,0,0,1,0,0,0
NC,Cabarrus County,2011,0.777,0.1119999999999999,0.619,4958.0,56747.0,61.29166666666666,3.3725,1.0,3.0,12.1,0,0,1,0,1,0,1
NC,Caldwell County,2011,0.794,0.154,0.47,26621.0,40966.0,58.13333333333333,4.355833333333333,2.0,4.4,23.1,0,0,0,0,0,0,0
NC,Carteret County,2011,0.7909999999999999,0.0819999999999999,0.595,4539.0,49443.0,64.23333333333335,3.805,4.0,3.7,25.2,0,0,0,0,1,0,0
NC,Catawba County,2011,0.84,0.144,0.536,6058.0,43737.0,59.69999999999999,3.728333333333333,2.0,3.5,12.9,1,0,0,0,0,0,0
NC,Chatham County,2011,0.757,0.081,0.58,1625.0,57677.0,61.15833333333333,3.2616666666666667,2.0,3.4,16.9,0,0,0,1,1,0,1
NC,Cleveland County,2011,0.77,0.146,0.503,19807.0,39049.0,59.99166666666667,4.035,4.0,4.5,20.5,0,0,0,0,0,0,0
NC,Columbus County,2011,0.741,0.124,0.479,54293.0,33329.0,63.79166666666666,3.3233333333333337,6.0,4.9,24.2,0,0,0,0,0,0,1
NC,Craven County,2011,0.7709999999999999,0.098,0.632,5126.0,45747.0,63.20833333333334,3.7575,3.0,3.1,12.4,0,0,1,0,0,0,0
NC,Cumberland County,2011,0.8009999999999999,0.092,0.665,4780.0,44658.0,62.94166666666667,3.1758333333333337,2.0,3.7,12.7,0,0,1,0,0,0,1
NC,Davidson County,2011,0.6779999999999999,0.126,0.47,26332.0,44136.0,60.04166666666666,3.7066666666666666,2.0,3.3,14.1,0,0,0,0,0,0,0
NC,Durham County,2011,0.758,0.079,0.6990000000000001,659.0,51292.0,60.38333333333333,3.5474999999999994,2.0,3.1,10.5,0,0,1,1,1,0,0
NC,Forsyth County,2011,0.774,0.0969999999999999,0.617,2053.0,47318.0,59.14166666666667,3.7575,2.0,3.0,13.0,0,0,1,1,0,0,0
NC,Gaston County,2011,0.75,0.14,0.532,9402.0,46265.0,60.75833333333335,3.778333333333333,1.0,4.0,13.0,0,0,0,0,0,0,0
NC,Guilford County,2011,0.847,0.11,0.642,3315.0,47836.0,59.98333333333334,3.486666666666667,2.0,3.1,9.7,1,0,1,0,0,0,1
NC,Harnett County,2011,0.721,0.111,0.579,9335.0,43626.0,62.21666666666667,3.254166666666667,4.0,3.6,10.9,0,0,0,0,0,0,1
NC,Henderson County,2011,0.8370000000000001,0.091,0.583,4654.0,46047.0,56.44999999999999,4.733333333333333,2.0,3.7,16.7,1,0,0,0,0,0,0
NC,Iredell County,2011,0.86,0.122,0.586,8645.0,50971.0,59.39166666666666,3.59,1.0,3.1,18.0,1,0,0,0,1,0,0
NC,Johnston County,2011,0.7559999999999999,0.1009999999999999,0.575,13609.0,52443.0,61.83333333333334,3.438333333333333,1.0,3.8,12.7,0,0,0,0,1,0,1
NC,Lee County,2011,0.753,0.1369999999999999,0.476,14784.0,45297.0,61.69166666666666,3.024166666666668,4.0,3.2,17.1,0,0,0,0,0,0,1
NC,Lenoir County,2011,0.736,0.114,0.508,9446.0,32457.0,62.71666666666666,4.016666666666667,4.0,4.3,16.8,0,0,0,0,0,0,0
NC,Lincoln County,2011,0.828,0.136,0.513,12457.0,49743.0,60.03333333333333,3.8475,1.0,3.5,12.8,1,0,0,0,1,0,0
NC,McDowell County,2011,0.767,0.148,0.491,21956.0,37394.0,57.79166666666666,4.503333333333334,6.0,4.2,24.5,0,0,0,0,0,0,0
NC,Mecklenburg County,2011,0.768,0.108,0.7190000000000001,3005.0,57293.0,61.375,3.5816666666666666,1.0,3.2,10.2,0,0,1,0,1,0,0
NC,Moore County,2011,0.8079999999999999,0.096,0.607,2967.0,48250.0,61.74166666666667,2.981666666666667,4.0,3.4,19.0,0,0,1,0,0,0,1
NC,New Hanover County,2011,0.748,0.094,0.73,2072.0,51098.0,64.07499999999997,3.480833333333333,2.0,3.2,15.5,0,0,1,1,1,0,1
NC,Onslow County,2011,0.846,0.084,0.645,9955.0,46186.0,63.13333333333333,3.4200000000000004,3.0,3.4,12.9,1,0,1,0,0,0,1
NC,Orange County,2011,0.8759999999999999,0.066,0.758,318.0,55522.0,59.9,3.485,2.0,2.9,10.4,1,1,1,1,1,0,1
NC,Person County,2011,0.713,0.114,0.473,18751.0,44630.0,58.81666666666666,3.2425,2.0,3.0,27.8,0,0,0,0,0,0,1
NC,Pitt County,2011,0.6579999999999999,0.103,0.669,1733.0,40742.0,62.34166666666667,4.1066666666666665,3.0,3.0,10.5,0,0,1,1,0,0,0
NC,Randolph County,2011,0.7659999999999999,0.115,0.422,17620.0,42480.0,60.90000000000001,3.6525,2.0,3.3,14.8,0,0,0,0,0,0,0
NC,Robeson County,2011,0.755,0.114,0.366,25739.0,31499.0,63.41666666666666,3.4816666666666665,4.0,3.5,9.6,0,0,0,0,0,0,1
NC,Rockingham County,2011,0.7440000000000001,0.129,0.456,18423.0,38267.0,59.39166666666667,3.5708333333333333,2.0,4.0,10.7,0,0,0,0,0,0,0
NC,Rowan County,2011,0.764,0.122,0.477,7763.0,43096.0,60.2,3.59,1.0,4.6,15.9,0,0,0,0,0,0,0
NC,Surry County,2011,0.7979999999999999,0.121,0.497,24129.0,37282.0,57.9,4.345833333333332,4.0,4.0,20.4,0,0,0,0,0,0,0
NC,Union County,2011,0.8590000000000001,0.103,0.603,9670.0,62478.0,61.95,3.4258333333333337,1.0,2.9,8.8,1,0,1,0,1,0,1
NC,Wake County,2011,0.8320000000000001,0.084,0.762,1960.0,65487.0,61.26666666666666,3.498333333333333,1.0,2.4,9.3,1,0,1,1,1,0,1
NC,Wayne County,2011,0.7609999999999999,0.09,0.5489999999999999,3659.0,39934.0,62.35833333333333,3.599166666666667,3.0,3.1,8.9,0,0,0,0,0,0,0
ND,Burleigh County,2011,0.877,0.038,0.7709999999999999,2307.0,54040.0,40.84166666666667,1.9441666666666668,3.0,2.7,14.4,1,1,1,0,1,1,1
ND,Cass County,2011,0.8809999999999999,0.042,0.77,1361.0,46942.0,42.15,1.7683333333333329,3.0,2.3,10.5,1,1,1,1,0,1,1
ND,Grand Forks County,2011,0.794,0.04,0.768,1191.0,47636.0,40.73333333333333,1.7274999999999998,3.0,2.6,18.0,0,1,1,1,0,1,1
ND,Ward County,2011,0.7709999999999999,0.039,0.727,2805.0,45544.0,40.425,1.814166666666667,5.0,2.5,17.1,0,1,1,0,0,1,1
OH,Adams County,2011,0.79,0.144,0.341,14092.0,34564.0,54.70833333333332,4.905,6.0,4.6,35.1,0,0,0,0,0,1,0
OH,Allen County,2011,0.785,0.112,0.521,3381.0,44360.0,51.86666666666667,4.38,3.0,3.6,14.2,0,0,0,0,0,1,0
OH,Ashtabula County,2011,0.75,0.133,0.425,5610.0,41899.0,49.93333333333334,5.195833333333332,4.0,3.3,17.8,0,0,0,0,0,1,0
OH,Butler County,2011,0.8340000000000001,0.094,0.561,3137.0,52856.0,54.3,5.119166666666668,1.0,4.1,13.2,1,0,0,0,1,1,0
OH,Clark County,2011,0.6890000000000001,0.104,0.508,5178.0,45480.0,52.54166666666666,4.858333333333333,3.0,4.4,11.6,0,0,0,0,0,1,0
OH,Clermont County,2011,0.847,0.096,0.568,4885.0,60735.0,54.80833333333333,4.859166666666667,1.0,4.1,16.6,1,0,0,0,1,1,0
OH,Columbiana County,2011,0.802,0.132,0.444,9828.0,40700.0,51.39166666666667,4.4625,4.0,3.8,16.8,0,0,0,0,0,1,0
OH,Cuyahoga County,2011,0.672,0.092,0.633,1369.0,44324.0,51.25833333333333,4.691666666666666,1.0,3.8,10.5,0,0,1,1,0,1,0
OH,Delaware County,2011,0.924,0.069,0.8059999999999999,1963.0,88645.0,52.37499999999999,4.590833333333333,1.0,2.2,9.5,1,1,1,1,1,1,0
OH,Fairfield County,2011,0.911,0.085,0.627,4312.0,58019.0,52.925,4.661666666666668,1.0,3.8,14.3,1,0,1,0,1,1,0
OH,Franklin County,2011,0.72,0.083,0.6759999999999999,1772.0,51246.0,53.36666666666667,4.590833333333333,1.0,4.1,11.1,0,0,1,1,1,1,0
OH,Geauga County,2011,0.918,0.075,0.6459999999999999,1765.0,62223.0,49.73333333333334,5.201666666666667,1.0,3.3,10.7,1,1,1,1,1,1,0
OH,Greene County,2011,0.8740000000000001,0.096,0.708,1562.0,58153.0,53.48333333333333,4.895833333333333,2.0,2.9,7.3,1,0,1,1,1,1,0
OH,Hamilton County,2011,0.754,0.089,0.634,1329.0,50285.0,55.23333333333334,5.392499999999999,1.0,3.8,11.9,0,0,1,1,1,1,0
OH,Huron County,2011,0.731,0.154,0.422,12013.0,46586.0,50.90000000000001,4.626666666666666,4.0,3.4,21.9,0,0,0,0,0,1,0
OH,Jefferson County,2011,0.85,0.121,0.535,9749.0,36738.0,52.32500000000001,4.388333333333333,3.0,3.7,17.4,1,0,0,0,0,1,0
OH,Lake County,2011,0.887,0.085,0.623,4536.0,58228.0,50.71666666666666,5.12,1.0,2.8,17.0,1,0,1,0,1,1,0
OH,Licking County,2011,0.8290000000000001,0.093,0.569,5084.0,52148.0,52.04166666666666,4.339999999999999,1.0,2.9,14.4,1,0,0,0,1,1,0
OH,Lorain County,2011,0.7559999999999999,0.101,0.5760000000000001,4547.0,52878.0,51.35833333333334,4.711666666666666,1.0,3.2,14.2,0,0,0,0,1,1,0
OH,Lucas County,2011,0.645,0.122,0.585,2143.0,41291.0,51.38333333333333,4.1625000000000005,2.0,4.0,13.0,0,0,0,0,0,1,0
OH,Mahoning County,2011,0.777,0.124,0.556,3787.0,40508.0,50.825,4.515,2.0,3.7,11.0,0,0,0,0,0,1,0
OH,Medina County,2011,0.937,0.083,0.664,3580.0,65621.0,50.93333333333333,4.8075,1.0,2.8,6.3,1,0,1,0,1,1,0
OH,Miami County,2011,0.872,0.117,0.56,5618.0,52735.0,52.86666666666667,4.679166666666667,2.0,5.8,12.6,1,0,0,0,1,1,0
OH,Montgomery County,2011,0.737,0.114,0.625,2148.0,45237.0,53.79166666666666,4.821666666666666,2.0,3.6,16.6,0,0,1,0,0,1,0
OH,Muskingum County,2011,0.779,0.125,0.485,9443.0,41185.0,52.63333333333333,4.614166666666667,4.0,3.7,20.9,0,0,0,0,0,1,0
OH,Portage County,2011,0.841,0.099,0.5770000000000001,1958.0,52725.0,50.48333333333332,4.8975,2.0,2.9,9.3,1,0,0,1,1,1,0
OH,Richland County,2011,0.757,0.126,0.457,5003.0,42891.0,50.45,4.493333333333333,3.0,3.9,13.8,0,0,0,0,0,1,0
OH,Ross County,2011,0.748,0.12,0.396,5075.0,44028.0,53.90833333333333,4.7675,4.0,4.7,14.2,0,0,0,0,0,1,0
OH,Sandusky County,2011,0.875,0.12,0.507,10044.0,47020.0,51.56666666666667,4.555833333333334,4.0,3.2,16.5,1,0,0,0,0,1,0
OH,Stark County,2011,0.833,0.112,0.556,3364.0,44682.0,51.09166666666667,4.7675,2.0,3.7,13.4,1,0,0,0,0,1,0
OH,Summit County,2011,0.7759999999999999,0.098,0.65,1449.0,49528.0,51.15833333333334,4.823333333333333,2.0,3.7,12.4,0,0,1,1,1,1,0
OH,Trumbull County,2011,0.825,0.138,0.482,5150.0,41419.0,50.40000000000001,4.788333333333333,2.0,3.8,14.8,1,0,0,0,0,1,0
OH,Tuscarawas County,2011,0.852,0.111,0.435,10140.0,42959.0,51.62500000000001,4.7058333333333335,4.0,3.8,18.4,1,0,0,0,0,1,0
OH,Warren County,2011,0.8909999999999999,0.088,0.68,3241.0,71139.0,54.34166666666667,4.965000000000002,1.0,3.5,6.0,1,0,1,0,1,1,0
OH,Washington County,2011,0.877,0.094,0.527,5100.0,41800.0,53.96666666666667,4.801666666666667,4.0,3.0,16.2,1,0,0,0,0,1,0
OH,Wayne County,2011,0.841,0.099,0.458,3004.0,48453.0,50.975,4.510000000000002,4.0,2.3,15.7,1,0,0,0,1,1,0
OH,Wood County,2011,0.88,0.109,0.6559999999999999,2193.0,54831.0,51.60833333333333,4.2625,2.0,3.4,11.8,1,0,1,0,1,1,0
OK,Canadian County,2011,0.885,0.056,0.639,106755.0,61195.0,62.16666666666666,2.200833333333333,1.0,3.5,22.6,1,1,1,0,1,0,1
OK,Cherokee County,2011,0.7909999999999999,0.054,0.561,15222.0,32296.0,61.12500000000001,3.983333333333333,6.0,4.6,23.0,0,1,0,0,0,0,0
OK,Cleveland County,2011,0.7909999999999999,0.053,0.6890000000000001,3819.0,53950.0,62.525,2.2358333333333333,1.0,3.7,14.5,0,1,1,0,1,0,1
OK,Comanche County,2011,0.815,0.052,0.546,10204.0,40589.0,64.08333333333333,1.3175,3.0,4.3,16.7,0,1,0,0,0,0,1
OK,Delaware County,2011,0.8340000000000001,0.065,0.338,40463.0,36518.0,60.05833333333334,4.09,6.0,4.3,26.6,1,1,0,0,0,0,0
OK,Garfield County,2011,0.767,0.044,0.564,58053.0,42893.0,60.90000000000001,2.27,5.0,3.5,19.8,0,1,0,0,0,0,1
OK,Le Flore County,2011,0.84,0.098,0.407,49806.0,34394.0,62.25833333333333,3.7433333333333336,2.0,4.4,25.9,1,0,0,0,0,0,0
OK,Oklahoma County,2011,0.7290000000000001,0.061,0.607,6538.0,44144.0,62.475,2.275,1.0,3.9,17.1,0,1,1,0,0,0,1
OK,Pittsburg County,2011,0.8240000000000001,0.062,0.447,7463.0,39722.0,62.99166666666667,2.915833333333333,5.0,5.2,28.5,1,1,0,0,0,0,1
OK,Rogers County,2011,0.8170000000000001,0.069,0.56,84464.0,55860.0,61.03333333333333,3.154166666666667,2.0,3.5,22.8,0,1,0,0,1,0,1
OK,Tulsa County,2011,0.7709999999999999,0.066,0.624,7405.0,46857.0,61.26666666666665,2.6958333333333333,2.0,3.7,21.0,0,1,1,0,0,0,1
OK,Washington County,2011,0.833,0.055,0.5479999999999999,25278.0,45023.0,60.10833333333333,2.8683333333333336,4.0,3.3,23.4,1,1,0,0,0,0,1
OR,Benton County,2011,0.8220000000000001,0.077,0.785,1258.0,53661.0,50.825,4.653333333333332,3.0,3.4,15.1,1,1,1,1,1,1,0
OR,Clackamas County,2011,0.765,0.102,0.6679999999999999,2492.0,65862.0,46.85833333333333,6.21,1.0,2.9,14.8,0,0,1,0,1,1,0
OR,Columbia County,2011,0.778,0.13,0.5720000000000001,49339.0,57568.0,49.05833333333333,4.7,1.0,4.3,20.3,0,0,0,0,1,1,0
OR,Coos County,2011,0.758,0.128,0.5429999999999999,7871.0,37128.0,51.4,5.035833333333334,5.0,3.1,22.3,0,0,0,0,0,1,0
OR,Deschutes County,2011,0.748,0.146,0.674,2921.0,51897.0,43.125,1.675,3.0,3.2,21.3,0,0,1,0,1,1,1
OR,Douglas County,2011,0.688,0.154,0.496,6471.0,39436.0,49.575,4.195,4.0,4.1,21.4,0,0,0,0,0,1,0
OR,Jackson County,2011,0.684,0.126,0.583,3179.0,42027.0,48.80833333333334,2.8666666666666667,3.0,3.3,21.5,0,0,0,0,0,1,1
OR,Josephine County,2011,0.677,0.142,0.517,7379.0,34943.0,49.775,3.997500000000001,3.0,4.3,31.5,0,0,0,0,0,1,0
OR,Klamath County,2011,0.622,0.138,0.526,11091.0,41093.0,43.05833333333334,2.0108333333333333,5.0,3.7,21.1,0,0,0,0,0,1,1
OR,Lane County,2011,0.768,0.119,0.6509999999999999,1675.0,43614.0,48.5,5.123333333333333,2.0,3.7,19.5,0,0,1,1,0,1,0
OR,Linn County,2011,0.701,0.1369999999999999,0.556,9614.0,45838.0,47.76666666666667,5.607499999999999,3.0,3.6,17.8,0,0,0,0,0,1,0
OR,Marion County,2011,0.742,0.109,0.515,2776.0,47469.0,48.24166666666667,5.154166666666666,2.0,3.0,12.9,0,0,0,0,0,1,0
OR,Multnomah County,2011,0.7020000000000001,0.104,0.701,1052.0,51372.0,49.93333333333333,5.4241666666666655,1.0,3.6,15.1,0,0,1,1,1,1,0
OR,Polk County,2011,0.75,0.092,0.615,6989.0,53506.0,50.07500000000001,5.238333333333334,2.0,3.6,13.2,0,0,1,0,1,1,0
OR,Umatilla County,2011,0.802,0.095,0.485,7279.0,44909.0,47.65,1.6991666666666667,4.0,3.5,15.6,0,0,0,0,0,1,1
OR,Washington County,2011,0.8059999999999999,0.093,0.715,2407.0,65576.0,49.475,4.3466666666666685,1.0,2.9,15.0,0,0,1,0,1,1,0
OR,Yamhill County,2011,0.7909999999999999,0.114,0.546,2881.0,54868.0,49.99166666666667,4.638333333333333,1.0,3.4,17.0,0,0,0,0,1,1,0
PA,Adams County,2011,0.816,0.075,0.464,6371.0,55124.0,53.65833333333333,4.783333333333334,3.0,3.3,19.7,0,1,0,0,1,1,0
PA,Allegheny County,2011,0.833,0.069,0.7240000000000001,1255.0,48778.0,52.70833333333334,4.053333333333334,1.0,3.4,11.2,1,1,1,1,1,1,0
PA,Armstrong County,2011,0.873,0.091,0.472,11408.0,41055.0,50.90833333333334,4.610833333333333,1.0,4.5,16.0,1,0,0,0,0,1,0
PA,Beaver County,2011,1.0,0.081,0.593,6631.0,45393.0,52.3,4.244166666666667,1.0,3.5,22.9,1,0,0,0,0,1,0
PA,Berks County,2011,0.8109999999999999,0.088,0.52,3066.0,54492.0,53.33333333333334,5.3075,2.0,3.2,16.7,0,0,0,0,1,1,0
PA,Blair County,2011,0.836,0.072,0.519,3229.0,40135.0,50.65000000000001,4.704166666666667,3.0,3.9,14.2,1,1,0,0,0,1,0
PA,Bradford County,2011,0.816,0.084,0.44,6801.0,40033.0,48.0,4.863333333333333,6.0,2.7,15.9,0,0,0,0,0,1,0
PA,Bucks County,2011,0.93,0.072,0.6779999999999999,1330.0,75701.0,54.16666666666666,5.504999999999999,1.0,3.2,15.5,1,1,1,1,1,1,0
PA,Butler County,2011,0.887,0.071,0.665,3601.0,57398.0,51.275,4.335833333333333,1.0,3.7,13.5,1,1,1,0,1,1,0
PA,Cambria County,2011,0.916,0.086,0.512,5160.0,37927.0,49.0,4.916666666666666,3.0,5.1,12.6,1,0,0,0,0,1,0
PA,Carbon County,2011,0.887,0.101,0.491,6362.0,47425.0,49.41666666666666,6.169999999999997,2.0,4.3,30.7,1,0,0,0,0,1,0
PA,Centre County,2011,0.935,0.058,0.6779999999999999,990.0,47843.0,49.82500000000001,5.008333333333334,3.0,3.0,9.7,1,1,1,1,0,1,0
PA,Chester County,2011,0.988,0.062,0.74,1239.0,85547.0,54.65833333333334,5.336666666666667,1.0,3.0,11.1,1,1,1,1,1,1,0
PA,Clearfield County,2011,0.8190000000000001,0.101,0.429,4857.0,37324.0,49.01666666666667,4.661666666666667,4.0,3.3,22.1,0,0,0,0,0,1,0
PA,Columbia County,2011,0.895,0.086,0.479,2957.0,43399.0,49.95833333333332,6.182500000000001,3.0,3.1,14.9,1,0,0,0,0,1,0
PA,Crawford County,2011,0.8490000000000001,0.1,0.44,4024.0,40336.0,48.89166666666667,4.982500000000001,4.0,4.6,14.8,1,0,0,0,0,1,0
PA,Cumberland County,2011,0.8420000000000001,0.067,0.625,1969.0,60534.0,53.71666666666666,5.142500000000001,2.0,3.1,11.4,1,1,1,1,1,1,0
PA,Dauphin County,2011,0.852,0.075,0.589,1546.0,52149.0,52.73333333333334,6.085,2.0,3.6,9.3,1,1,0,1,1,1,0
